Property ID|Property|owner_id|comp_id|Owner|owner_publish|Symbol|pctOwner
1570|Argyle Village Shopping Center|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1571|The Marketplace At Dr. Phillips|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|0.2
1575|Colonial Plaza|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1576|Largo Mall|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1577|Sunset 19 Shopping Center|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1581|Pineapple Commons|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|0.2
1582|Brownsville Commons|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1584|Publix At Princeton Lakes|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|0.2
1586|Grayson Commons|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1589|Roswell Corners|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1590|Lakeside Marketplace|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1593|Perimeter Village|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1594|Camp Creek Marketplace II|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1595|Mansell Crossing|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|0.2
1603|Festival On Jefferson Court|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1620|Northwoods Shopping Center|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1627|Leesville Towne Centre|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1629|Falls Pointe Shopping Center|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1630|Avent Ferry Shopping Center|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1631|Stonehenge Market|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1632|Capital Square|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1633|High House Crossing|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1634|Galleria Shopping Center|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1635|Six Forks Shopping Center|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1642|North Towne Plaza (Albuquerque)|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1644|College Park Shopping Center|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1648|Francisco Center|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1649|Rancho Towne & Country|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1655|Charleston Commons Shopping Center|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1659|Clackamas Square|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|0.2
1661|Raleigh Hills Plaza|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|0.2
1663|Mendenhall Commons|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1666|The Commons At Dexter Lake|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1667|Highland Square|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1678|10-Federal Shopping Center|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|0.15
1681|League City Plaza|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|0.15
1686|I45/Telephone Rd.|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|0.15
1687|Oak Forest Shopping Center|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1691|Bellaire Blvd. Shopping Center|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1694|Heights Plaza Shopping Center|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1700|Harrisburg Plaza|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|0.15
1701|Randalls Center/Kings Crossing|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1702|Thousand Oaks Shopping Center|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|0.15
1708|Southgate Shopping Center|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|0.15
1709|Plantation Centre|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1710|Market At Nolana|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|0.5
1711|South 10th St. Heb (McAllen Center)|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|0.5
1712|Starr Plaza|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|0.5
1715|Alabama Shepherd Shopping Center|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1718|Griggs Road Shopping Center|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|0.15
1721|Richmond Square|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1724|Parliament Square II|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1727|Northcross|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|0.5
1728|Market At Sharyland Place|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|0.5
1732|Overton Park Plaza|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1739|Galveston Place|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1742|River Oaks Shopping Center - West|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1744|The Centre at Post Oak|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1745|Westchase Shopping Center|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1746|Shops At Three Corners|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|0.7
1747|River Oaks Shopping Center - East|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1748|Westhill Village Shopping Center|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1749|Fiesta Trails|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1753|North Creek Plaza|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1756|Las Tiendas Plaza|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|0.5
1757|Sharyland Towne Crossing|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|0.5
1761|Old Navy Building|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|0.5
1763|Shops at Kirby Drive|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
1772|Rainer Square Plaza|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|0.2
1773|Meridian Town Center|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|0.2
1774|South Hill Center|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|0.2
1787|Ahwatukee Foothills Towne Center|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
1790|Arrowhead Crossing|22|22|Site Centers|Site Centers (SITC)|SITC|1
1791|Christown Spectrum|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
1792|Paradise Village Gateway|22|22|Site Centers|Site Centers (SITC)|SITC|0.67
1793|Deer Valley Towne Center|22|22|Site Centers|Site Centers (SITC)|SITC|1
1822|The Pike Outlets|22|22|Site Centers|Site Centers (SITC)|SITC|1
1829|Hilltop Plaza|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
1831|1000 Van Ness|22|22|Site Centers|Site Centers (SITC)|SITC|1
1841|University Hills|22|22|Site Centers|Site Centers (SITC)|SITC|1
1842|Centennial Promenade|22|22|Site Centers|Site Centers (SITC)|SITC|1
1846|FlatAcres MarketCenter/Parker Pavilions|22|22|Site Centers|Site Centers (SITC)|SITC|1
1848|Windsor Court|22|22|Site Centers|Site Centers (SITC)|SITC|1
1852|Village Square At Golf|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
1856|Creekwood Crossing|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
1858|The Collection at Brandon Boulevard|22|22|Site Centers|Site Centers (SITC)|SITC|1
1859|Lake Brandon Plaza|22|22|Site Centers|Site Centers (SITC)|SITC|1
1860|Casselberry Commons|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
1865|Sheridan Square|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
1872|Shoppes At Paradise Pointe|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
1886|Melbourne Shopping Center|22|22|Site Centers|Site Centers (SITC)|SITC|1
1888|THE SHOPS AT MIDTOWN MIAMI|22|22|Site Centers|Site Centers (SITC)|SITC|1
1889|River Run|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
1890|Countryside Shoppes|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
1891|Shoppes At Golden Acres|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
1892|Heather Island|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
1897|Chickasaw Trail Shopping Center|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
1899|Skyview Plaza|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
1901|Oviedo Park Crossing|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
1902|Northlake Commons|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
1903|The Shoppes Of Boot Ranch|22|22|Site Centers|Site Centers (SITC)|SITC|1
1905|Flamingo Falls|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
1906|The Fountains|22|22|Site Centers|Site Centers (SITC)|SITC|1
1916|Midway Plaza|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
1917|North Pointe Plaza|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
1926|The Shoppes At New Tampa|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
1932|Cascade Crossing|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
1933|Cascade Corners|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
1934|Brookhaven Plaza|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
1935|Perimeter Pointe|22|22|Site Centers|Site Centers (SITC)|SITC|1
1939|Hickory Flat Village|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
1940|Riverstone Plaza|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
1944|Sharon Greens|22|22|Site Centers|Site Centers (SITC)|SITC|1
1945|Cumming Town Center|22|22|Site Centers|Site Centers (SITC)|SITC|1
1946|Hairston Crossing|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
1947|Flat Shoals Crossing|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
1948|Market Square (Douglasville)|22|22|Site Centers|Site Centers (SITC)|SITC|1
1954|Paradise Shoppes Of Ellenwood|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
1971|Towne Center Prado|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
1980|Sandy Plains Village|22|22|Site Centers|Site Centers (SITC)|SITC|1
1983|Presidential Commons|22|22|Site Centers|Site Centers (SITC)|SITC|1
1985|Deshon Plaza|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
1987|Johns Creek Town Center|22|22|Site Centers|Site Centers (SITC)|SITC|1
1990|Cofer Crossing|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
2002|Deer Park Town Center|22|22|Site Centers|Site Centers (SITC)|SITC|0.4975
2011|Highland Grove Shopping Center|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
2020|Gateway Center|22|22|Site Centers|Site Centers (SITC)|SITC|1
2021|Riverdale Shops|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
2024|Harundale Plaza|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
2051|The Promenade At Brentwood|22|22|Site Centers|Site Centers (SITC)|SITC|1
2055|Independence Commons|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
2070|Meadowmont Village|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
2072|Clayton Corners|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
2074|The Shops At The Fresh Market|22|22|Site Centers|Site Centers (SITC)|SITC|1
2078|Fayetteville Pavilion|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
2080|Sexton Commons|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
2103|University Centre|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
2106|Shoppes at Oliver's Crossing|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
2111|East Hanover Plaza|22|22|Site Centers|Site Centers (SITC)|SITC|1
2112|Edgewater Towne Center|22|22|Site Centers|Site Centers (SITC)|SITC|1
2113|Freehold Marketplace|22|22|Site Centers|Site Centers (SITC)|SITC|1
2114|Hamilton Marketplace|22|22|Site Centers|Site Centers (SITC)|SITC|1
2116|Lewandowski Commons|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
2120|Nassau Park Pavilion|22|22|Site Centers|Site Centers (SITC)|SITC|1
2121|Route 22 Retail Center|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
2122|Consumer Centre|22|22|Site Centers|Site Centers (SITC)|SITC|1
2123|West Falls Plaza|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
2184|Hilliard Rome Commons|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
2186|Easton Market|22|22|Site Centers|Site Centers (SITC)|SITC|1
2187|Sun Center|22|22|Site Centers|Site Centers (SITC)|SITC|0.7945
2188|Lennox Town Center|22|22|Site Centers|Site Centers (SITC)|SITC|0.5
2189|Perimeter Center|22|22|Site Centers|Site Centers (SITC)|SITC|1
2191|Derby Square|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
2199|Stow Community Center|22|22|Site Centers|Site Centers (SITC)|SITC|1
2203|West Bay Plaza|22|22|Site Centers|Site Centers (SITC)|SITC|1
2209|Tanasbourne Town Center|22|22|Site Centers|Site Centers (SITC)|SITC|1
2256|Ashley Crossing|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
2263|The Point|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
2268|Wando Crossing|22|22|Site Centers|Site Centers (SITC)|SITC|1
2270|The Plaza At Carolina Forest|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
2292|American Way|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
2311|Bandera Pointe|22|22|Site Centers|Site Centers (SITC)|SITC|1
2314|Terrell Plaza|22|22|Site Centers|Site Centers (SITC)|SITC|1
2326|Commonwealth Center|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
2329|Downtown Short Pump|22|22|Site Centers|Site Centers (SITC)|SITC|1
2333|Kroger Plaza|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
2335|Apple Blossom Corners|22|22|Site Centers|Site Centers (SITC)|SITC|0.2
2364|Country Walk Plaza|76|76|Regency Centers|Regency Centers (REG)|REG|1
2365|Pablo Plaza|76|76|Regency Centers|Regency Centers (REG)|REG|1
2366|Veranda Shoppes|76|76|Regency Centers|Regency Centers (REG)|REG|0.3
2367|West Bird Plaza|76|76|Regency Centers|Regency Centers (REG)|REG|1
2368|1175 Third Avenue|76|76|Regency Centers|Regency Centers (REG)|REG|1
2370|Desert Village Shopping Center|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
2372|Edgewater Marketplace|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
2376|Hope Valley Commons|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|1
2381|Village Plaza At Bunker Hill|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|0.5775
2387|Fashion Valley Mall|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.3333
2388|Fulton Market Place|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
2389|Gateway at Donner Pass|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
2390|Granary Square|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.15
2394|Lakewood Village|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
2395|Larwin Square S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.15
2396|Melrose Village Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.15
2397|Mountain Square|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.15
2398|Olympia Place|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.15
2399|Palm Plaza S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.4857
2402|Pavilions Place|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.15
2403|Santee Trolley Square|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
2408|The District @ Tustin Legacy|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.8442
2409|Torrance Promenade|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.4857
2411|Truckee Crossroads|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
2412|Tustin Heights S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.15
2413|Branhaven Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.4857
2415|Elm Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.4857
2416|Hamden Mart|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.1303
2417|Home Depot Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
2419|West Farm S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
2420|East Bank S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
2421|Englewood Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
2423|Greeley Commons|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
2425|Heritage West S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
2426|Quincy Place S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
2429|Village on the Park|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
2430|West 38th Street S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
2431|Brandywine Commons II|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
2435|Avenues Walk|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
2438|Boynton West S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.4857
2440|Camino Square|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
2445|Plaza at Brandon Town Center|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.4857
2448|Renaissance Centre|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.99
2449|Riverplace S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
2451|Shops at Santa Barbara|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
2461|The Shops at District Heights|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
2462|Snowden Square S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
2468|Bridgewater Promenade|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.4857
2471|Jericho Commons|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
2472|Smithtown Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
2475|Los Colobos|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
2476|Manati Villa Maria S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
2477|Ponce Towne Center|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
2478|Rexville Town Center|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
2479|Trujillo Alto Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
2482|Woodruff S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
2489|Las Tiendas Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
2490|Preston Lebanon Crossing|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
2494|Old Town Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
2496|Redhawk Towne Center|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.55
2498|Plaza Centro - Costco|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
2499|Western Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
2501|Huntington Square|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
2649|Talega Village Center|76|76|Regency Centers|Regency Centers (REG)|REG|1
2651|Serramonte Center|76|76|Regency Centers|Regency Centers (REG)|REG|1
2652|Willows Shopping Center|76|76|Regency Centers|Regency Centers (REG)|REG|1
2653|Plaza Escuela|76|76|Regency Centers|Regency Centers (REG)|REG|1
2654|The Marketplace Shopping Center|76|76|Regency Centers|Regency Centers (REG)|REG|1
2656|Von's Circle Center|76|76|Regency Centers|Regency Centers (REG)|REG|1
2657|Circle Center West|76|76|Regency Centers|Regency Centers (REG)|REG|1
2698|Ocala Corners|76|76|Regency Centers|Regency Centers (REG)|REG|1
2702|651-671 West Diversey|216|216|Acadia Realty Trust|Acadia Realty Trust (AKR)|AKR|1
2704|Tower Shops|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
2706|101 7th Avenue|76|76|Regency Centers|Regency Centers (REG)|REG|1
2708|Atlantic West|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|0.5
2710|Kernan Village|101|101|Weingarten Realty|Weingarten Realty (WRI)|WRI|0.5
2713|Oak Shade Town Center|76|76|Regency Centers|Regency Centers (REG)|REG|1
2714|Tech Ridge Center|76|76|Regency Centers|Regency Centers (REG)|REG|1
2715|Calhoun Commons|76|76|Regency Centers|Regency Centers (REG)|REG|0.25
2716|Rockridge Center|76|76|Regency Centers|Regency Centers (REG)|REG|0.2
2717|90 - 30 Metropolitan Avenue|76|76|Regency Centers|Regency Centers (REG)|REG|1
2718|Ralphs Circle Center|76|76|Regency Centers|Regency Centers (REG)|REG|1
2719|4401 White Plains Road|216|216|Acadia Realty Trust|Acadia Realty Trust (AKR)|AKR|1
2721|M Street and Wisconsin Corridor - 25 Properties|216|216|Acadia Realty Trust|Acadia Realty Trust (AKR)|AKR|0.274
2723|Aventura Square|76|76|Regency Centers|Regency Centers (REG)|REG|1
2724|Southbury Green|76|76|Regency Centers|Regency Centers (REG)|REG|1
2725|Danbury Green|76|76|Regency Centers|Regency Centers (REG)|REG|1
2726|Culver Center|76|76|Regency Centers|Regency Centers (REG)|REG|1
2727|Montrose Crossing|30|30|Federal Realty|Federal Realty (FRT)|FRT|0.899
2728|Plaza El Segundo / The Point|30|30|Federal Realty|Federal Realty (FRT)|FRT|0.745
2730|654 Broadway|216|216|Acadia Realty Trust|Acadia Realty Trust (AKR)|AKR|0.245
2731|New Hyde Park|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2733|Polaris Towne Center|22|22|Site Centers|Site Centers (SITC)|SITC|1
2740|Gateway Pavilions|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2742|Peoria Crossing|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2743|Paradise Valley Marketplace|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2750|Fullerton Metrocenter|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2760|Edwards Multiplex - Ontario|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2769|Commons at Temecula|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2791|Walter's Crossing|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2795|Stilesboro Oaks|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2797|Shoppes Of Prominence Point|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2798|Newton Crossroads|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2799|Green's Corner|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2800|Shoppes Of New Hope|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2804|Village Shoppes At Simonton|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2806|Henry Town Center|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2807|Newnan Crossing|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2809|Ashland & Roosevelt|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2810|The Brickyard|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2812|Gurnee Town Center|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2813|Gerry Centennial Plaza|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2827|Lincoln Plaza|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2828|Gateway Village|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2829|Reisterstown Road Plaza|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2830|Tollgate Marketplace|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2833|Centre at Laurel|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2834|Shoppes at Quarterfield|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2838|Eastwood Towne Center|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2844|Manchester Meadows|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2846|Pavilion at King's Grant|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2847|Hickory Ridge|216|216|Acadia Realty Trust|Acadia Realty Trust (AKR)|AKR|0.201
2849|Lowe's/Bed, Bath & Beyond|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2865|Coram Plaza|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2872|Fairgrounds Plaza|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2884|Bed Bath & Beyond Plaza (NY)|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2905|Home Depot Center|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2929|East Stone Commons|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2931|Winchester Commons|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2934|Target South Center|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2937|Pleasant Run Towne Crossing|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2938|Clear Lake Shores Shopping Center|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2939|Gateway Station|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2940|Gateway Station II|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2942|Denton Crossing|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2944|Heritage Towne Crossing|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2946|Parkway Towne Crossing|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2947|Galvez Shopping Center|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2948|Rivery Towne Crossing|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2950|Grapevine Crossing|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2951|Royal Oaks Village II|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2953|Humblewood Shopping Center|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2954|Macarthur Crossing|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
2955|Lake Worth Towne Crossing|235|235|Retail Properties of America|Retail Properties of America (RPAI)|RPAI|1
