Property ID|Property|owner_id|comp_id|Owner|owner_publish|Symbol|pctOwner
137|Sheridan Plaza|76|76|Regency Centers|Regency Centers (REG)|REG|1
138|Concord Shopping Plaza|76|76|Regency Centers|Regency Centers (REG)|REG|1
139|South Beach Regional|76|76|Regency Centers|Regency Centers (REG)|REG|1
140|Prosperity Centre|76|76|Regency Centers|Regency Centers (REG)|REG|1
142|The Plaza at St. Lucie West|76|76|Regency Centers|Regency Centers (REG)|REG|1
143|Shoppes of Sunset II|76|76|Regency Centers|Regency Centers (REG)|REG|1
144|Shoppes of Sunset|76|76|Regency Centers|Regency Centers (REG)|REG|1
145|Kirkman Shoppes|76|76|Regency Centers|Regency Centers (REG)|REG|1
155|Williamsburg at Dunwoody|76|76|Regency Centers|Regency Centers (REG)|REG|1
160|BridgeMill Market|76|76|Regency Centers|Regency Centers (REG)|REG|1
169|Chastain Square|76|76|Regency Centers|Regency Centers (REG)|REG|1
170|Piedmont Peachtree Crossing|76|76|Regency Centers|Regency Centers (REG)|REG|1
182|Buckhead Station|76|76|Regency Centers|Regency Centers (REG)|REG|1
196|Star's at West Roxbury|76|76|Regency Centers|Regency Centers (REG)|REG|1
197|Whole Foods at Swampscott|76|76|Regency Centers|Regency Centers (REG)|REG|1
198|Shaw's at Plymouth|76|76|Regency Centers|Regency Centers (REG)|REG|1
200|Star's at Cambridge|76|76|Regency Centers|Regency Centers (REG)|REG|1
201|Star's at Quincy|76|76|Regency Centers|Regency Centers (REG)|REG|1
215|Carolina Pavilion|22|22|Site Centers|Site Centers (SITC)|SITC|1
217|Gallery at Westbury Plaza|76|76|Regency Centers|Regency Centers (REG)|REG|1
228|Crow Canyon Commons|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
229|Kings Court|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
230|Westgate Center|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
231|Escondido Promenade|30|30|Federal Realty|Federal Realty (FRT)|FRT|0.7
233|Hollywood Blvd|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
234|Colorado Blvd|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
235|Third Street Promenade|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
237|Old Town Center|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
238|Santana Row|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
240|Bristol Plaza|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
241|Greenwich Avenue|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
242|Sam's Park & Shop|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
243|Friendship Center|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
245|Del Mar Village|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
247|Garden Market|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
248|Crossroads|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
249|Finley Square|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
250|Saugus Plaza|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
251|Dedham Plaza|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
253|Linden Square|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
254|Campus Plaza|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
255|North Dartmouth|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
256|Queen Anne Plaza|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
257|Chelsea Commons|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
258|Assembly Row / Assembly Square Marketplace|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
259|White Marsh Other|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
260|Quince Orchard|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
261|Plaza del Mercado|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
262|Wildwood|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
263|Rockville Town Square|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
265|The Avenue at White Marsh|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
266|Perring Plaza|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
267|Governor Plaza|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
268|Gaithersburg Square|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
269|Pike & Rose|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
271|Federal Plaza|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
272|Laurel|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
273|Congressional Plaza|30|30|Federal Realty|Federal Realty (FRT)|FRT|0.654
274|Bethesda Row|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
275|The Shoppes at Nottingham Square|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
276|Courthouse Center|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
277|Gratiot Plaza|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
278|Eastgate Crossing|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
279|Troy Hills|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
280|Brick Plaza|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
281|Mercer Mall|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
282|Ellisburg|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
283|Greenlawn Plaza|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
284|Hauppauge|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
285|Fresh Meadows|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
286|Melville Mall|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
287|Huntington|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
290|Town Center of New Britain|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
291|Flourtown|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
293|Langhorne Square|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
294|Wynnewood|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
295|Bala Cynwyd|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
296|Lancaster|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
297|Northeast|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
298|Andorra|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
299|Willow Grove|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
300|Lawrence Park|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
302|29th Place|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
303|Idylwood Plaza|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
304|Old Keene Mill|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
305|Leesburg Plaza|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
306|Tyson's Station|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
307|Falls Plaza/Falls Plaza-East|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
308|Pan Am|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
309|Tower Shopping Center|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
310|Pike 7 Plaza|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
311|Barracks Road|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
312|Mount Vernon/South Valley/7770 Richmond Hwy|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
313|Graham Park Plaza|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
314|Pentagon Row|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
315|Willow Lawn|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
316|Village at Shirlington|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
317|Barcroft Plaza|30|30|Federal Realty|Federal Realty (FRT)|FRT|1
321|Canyon Ridge Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.15
336|Elmont S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
347|Galena Junction S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
355|Timonium Crossing|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
356|Hillview S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
358|Birchwood Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
365|Bellmore S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
370|Hicksville Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
373|Romaine Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
382|Ocean Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
385|Doc Stone Commons|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
390|Plaza @ Mountainside|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
393|North Massapequa S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
394|Jefferson Square|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.15
396|Kissena Blvd S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
400|Mill Basin Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.4857
402|York Road Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
403|Grand Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
415|Oak Tree Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.6925
417|Chatham Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
418|Accent Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
426|Fremont Hub|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.15
427|Greenridge Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
429|Auburn North|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
430|Covina Town Square|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.4857
431|Vista Balboa Center|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.4857
432|Enchanted Forest S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
433|Ingleside S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
435|Tuttlebee Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
438|Putty Hill Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
439|Fullerton Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
442|Belmart Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.7484
445|Olympia West Center|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.15
446|Rancho Penasquitos Towne Ctr.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
448|Gateway S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.989
454|Tops Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.5
455|Pocono Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
467|Carmel Mountain Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
468|Crossroads Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
469|Potomac Run Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
471|Piscataway Town Center|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
472|Center Point S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
475|Country Fair S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.15
477|Embry Village|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
478|New Hope Commons|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.4857
482|Laband Village S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
485|The Plaza at Citrus Park|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.4857
487|Cloverdale Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
490|280 Metro Center|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
491|Ft. Lauderdale Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
492|Costco Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
495|Coral Way Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.1438
496|Cottman & Bustleton Center|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.5
497|Castor Place|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.2871
501|Magnolia Square S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.4857
502|Westmont Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
504|Webster Square|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
509|Del Monte Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
511|Coral Pointe S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
515|Novato Fair S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
517|Franklin Park S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
518|Columbia Crossing|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
519|Dorsey's Search Village Center|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
521|Chico Crossroads|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
525|Dublin Retail Center|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.15
526|Dulles Town Crossing|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
531|Linwood Square|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.7
532|Concourse Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.5
534|Tri-City Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
535|Riverside Landings|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
536|Monterey Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.15
537|Mineola Crossings|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
541|Meadowbrook Commons|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.4857
548|Marina Village|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.15
549|Battlefield S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.15
550|Savannah Centre|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
551|Bel Air Village S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.15
553|Shoppes at Easton|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
554|Arbor Lakes Retail Center|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.4857
559|The Marketplace at Factoria|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
560|Fairway Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.4857
563|Plaza 580 S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.15
564|Copperwood Village|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
565|La Verne Towne Center|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
568|Forest Avenue S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.4857
569|Forest Avenue Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
571|Laurel Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
575|Frankford Avenue S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
576|Franklin Square S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
577|Brookvale S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.15
578|Hickory Ridge|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
582|Kroger Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
585|Norriton Square|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
591|Ridgewood S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
592|Gordon Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
597|River Hill Village Center|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
603|Kings Contrivance|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
604|Center at Baybrook|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
605|Shop Rite Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.8432
607|Perimeter Expo|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
608|North Quincy Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
610|Harpers Choice|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
614|Fashion Faire Place|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.15
618|Cupertino Village|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
619|Little Neck Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
620|Horsham Point|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
625|Milwaukie Marketplace|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.15
629|Ives Dairy Crossing|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
632|Park Place S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
633|The Centre at Copperfield|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
635|The Boulevard|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
636|Bayhill Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.4857
637|Conroe Marketplace|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
639|Sunset Square|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.15
640|The Fountains at Arbor Lakes|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
644|South Napa Market Place|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
646|Plaza del Sol|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
647|Syosset S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
649|Rancho San Diego|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.55
652|Westlake S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
655|Harrisburg East S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
659|Kings Highway S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
660|Montgomery Square|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.4857
665|Home Depot Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
666|Lakewood Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
671|Whiteland Town Center|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
672|Linda Mar S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
674|Festival at Hyannis S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
675|Whitehall Mall|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
679|Madison Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
680|McQueen Crossings S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
683|Main Street Marketplace|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.15
684|White Plains S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
687|Manetto Hill Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
689|Greenwood S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
693|North County Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
697|Merrick Commons|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.4857
702|Centereach Square|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.5
704|Redwood City Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
705|Millenia Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
706|Miller Road S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
707|Black Mountain Village|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
708|Creekside Center|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.15
710|Hampton Bays Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
711|Bridgehampton Commons|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
712|Montebello Town Square|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.4857
713|Suburban Square|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
716|Morena Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.55
721|Cypress Creek Station|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
725|Mission Bell S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
726|Carrollwood Commons|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
727|Mesa Riverview|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
729|Anaheim Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.15
730|Pompano Pointe S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
732|Gaithersburg S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
735|Kendale Lakes Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
737|Sparks Mercantile|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
744|Nasa Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
746|Township Line S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
747|Oregon Trail Center|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
751|Lake Prairie Towne Crossing|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
754|Edgewater Commons|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.15
755|Century Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
761|Munsey Park Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.4857
762|Manhasset Center|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
763|Tanasbourne Village|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.15
765|Gresham Town Fair|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.15
770|Oakwood Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
774|Market at Haynes Bridge|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
777|Old Towne Village|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
778|Burke Town Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
783|Pavilions Centre|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.4857
788|Metro Square|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
789|Wexford Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
790|Chino Town Square|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.15
796|Plaza Di Northridge|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
799|Preston Forest Village|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.15
800|Smoketown Station|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.4857
802|East Windsor Village|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
803|Towson Place|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
804|Poway City Centre|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
805|Ralph Avenue Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
810|Wind Point S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.4857
813|Richmond S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
819|Patriots Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.5
820|Mooresville Crossing|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
823|Augusta Exchange|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.4857
826|La Mirada Theater Center|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
827|Loma Square|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.15
834|Cityplace Market|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.4857
835|Sunset Valley Marketfair|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.15
836|Long Gate S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.15
837|Airport Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
842|Greenbrier S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
843|Cranberry Commons|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
845|Rockingham Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
847|Holmdel Towne Center|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
848|Commons at Holmdel|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
851|Stafford Marketplace|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
852|Marlton Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
853|Maple Shade|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
854|Shrewsbury Square S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
855|Corona Hills Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
857|Brookhurst Center|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.15
859|Grove Gate S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
860|South Miami S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
861|Merchants Walk|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
863|Pentagon Centre|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.55
868|Sodo S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
873|Vermont-Slauson S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.15
874|Redfield Promenade|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
876|Kenneth Hahn Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.75
878|Coral Way Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.0999
880|Westwood Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
882|Northridge Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.15
885|Snellville Pavilion|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.4857
886|North Shore Triangle|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.4857
889|Crossroads Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
892|Silverdale Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
894|Center Square S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
895|Skokie Pointe|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
899|Westgate Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.4857
900|Tyvola Square|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
901|Woodlawn Marketplace|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
904|Parkway Super Center|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.4857
909|Union Crescent Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
917|Frontier Village S.C.|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
918|Stanford Ranch|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
919|Riverwalk Marketplace|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|1
920|Sycamore Plaza|48|48|Kimco Realty|Kimco Realty (KIM)|KIM|0.15
