comp_id|sector_id|PMSector1_id|Balance Sheet Date|MRPO Date|Price Date|Date Last Published|Symbol|Company|Bloomberg Ticker|Currency|Sector|PM Sector 1|REITrader Sector|Primary Analyst|Secondary Analyst|Market Cap Rate|Development Pipeline|Funded Development|Dividend Pace|EBITDA (1-Yr Forward)|Overhead (Annual G&A)|LT NOI Growth|Pricing Model Adjustment - Market Risk|Pricing Model Adjustment - 5 Year Cash Flow|Price|Price (Split Adjusted)|52-Week Price Range|Net Price Change|Recommendation|Shares|Insider Shares (K)|Takeout Price|Takeout Probability|Daily Total Return|1-Year Total Returns|3-Year Total Returns (Annualized)|5-Year Total Returns (Annualized)|7 Year Annualized Total Return|10 Year Annualized Total Return|15 Year Annualized Total Return|20 Year Annualized Total Return|25 Year Annualized Total Return|30 Year Annualized Total Return|Value Per SF/Unit/Bed|Unit Type|MRPO|% Price Change|Public Equity|Dividend Yield|Takeout Premium|Takeout Premium to NAV|Cash|Current Assets|Land|CIP|Other RE Assets|Other Assets|Current Liabilities|Book Value of Debt|Mark to Market Adjustment in Debt|Book Value of Preferred Stock|Mark to Market Adjustment in Preferred Stock|Other Liabilities|Operating Value of RE|Total Assets|Net Assets|Liabilities|Net Liabilities|Private Equity|NAV|NAV (rounded)|NAV (Split Adjusted)|Premium to NAV|Premium to GAV|Net GAV Premium|Debt to EBITDA|Overhead as a % of Assets|EV|G&A as % of EV|Implied Value Per Unit|Nominal NOI|Economic NOI|Cap-Ex Reserve|Nominal Cap Rate|Economic Cap Rate|Implied Nominal Cap Rate|Implied Economic Cap Rate|Implied Market Cap Rate|Implied Net Nominal Cap Rate|Implied Net Economic Cap Rate|Implied Net Market Cap Rate|Leverage|Net Leverage|Net Leverage Ex-Preferreds|Comprehensive Leverage|SS NOI Growth (4 Year)|Inflation|NOI Growth plus Inflation|Pricing Model Adjustment - Sector Risk|IRR (Unlevered Return Expectation)|Implied IRR|Intrinsic NAV|Fair Value Net GAV Premium|Warranted Premium to GAV Component: Leverage|Warranted Price|Premium to Warranted Price|Warranted NAV Premium|Warranted Premium to GAV Component: Takeout|Warranted Premium|Intrinsic Real Estate Value|Warranted Implied Nominal Cap Rate|Implied Takeout Odds|REITrader Implied Nominal Cap Rate vs Peers (120 Day Average)|REITrader Implied Nominal Cap Rate vs Peers (60 Day Average)|REITrader Implied Nominal Cap Rate vs Peers (20 Day Average)|REITrader Implied Nominal Cap Rate vs Peers (5 Day Average)|REITrader Implied Cap Rate vs Peers|REITrader Warranted Implied Nominal Cap Rate Spread|REITrader Implied Nominal Cap Rate|REITrader Warranted Price|REITrader Premium to Warranted Price|Dividend Coverage Year|Dividend Coverage|Debt Maturities Measured Through Year|Implied Fully-Loaded Forward 16Q Economic Cap Rate|Same Store NOI (2019)|Same Store NOI (2022)|Nominal Cap Rate (2019 NOI)|Nominal Cap Rate (2022 NOI)|Implied Net Nominal Cap Rate (2019 NOI)|Implied Net Nominal Cap Rate (2022 NOI)|Year 1 - Defined|Year 2 - Defined|Year 3 - Defined|Year 4 - Defined|AFFO (Year 0)|AFFO (Year 1)|AFFO (Year 2)|AFFO (Year 3)|AFFO (Year 4)|AFFO Yield (Year 0)|AFFO Yield (Year 1)|AFFO Yield (Year 2)|AFFO Yield (Year 3)|AFFO Yield (Year 4)|AFFO Growth (Year 1)|AFFO Growth (Year 2)|AFFO Growth (Year 3)|AFFO Growth (Year 4)|AFFO (12-Month Back)|AFFO (12-Month Forward)|1-Year Forward REIT AFFO Yield|AFFO Growth (12-Month Forward)|AFFO Multiple (12-Month Forward)|EBITDA (Year 1)|EBITDA (Year 2)|EBITDA (Year 3)|EBITDA (Year 4)|EBITDA Multiple (Year 1)|EBITDA Multiple (Year 2)|EBITDA Multiple (Year 3)|EBITDA Multiple (Year 4)|FFO (Year 0)|FFO (Year 1)|FFO (Year 2)|FFO (Year 3)|FFO (Year 4)|FFO Yield (Year 0)|FFO Yield (Year 1)|FFO Yield (Year 2)|FFO Yield (Year 3)|FFO Yield (Year 4)|FFO Growth (Year 1)|FFO Growth (Year 2)|FFO Growth (Year 3)|FFO Growth (Year 4)|FFO (12-Month Back)|FFO (12-Month Forward)|FFO Growth (12-Month Forward)|FFO Multiple (12-Month Forward)|Same Store NOI Growth (Year 0)|Same Store NOI Growth (Year 1)|Same Store NOI Growth (Year 2)|Same Store NOI Growth (Year 3)|Same Store NOI Growth (Year 4)|Same Store NOI Growth (Year 5)|Same Store NOI Growth (12 Month Forward)|Independent Board|Non-staggered Board|Investment by Board Members|Independent Directors that own > $200K|Insider Ownership|Board Investment|Conduct|Proxy Access|Total Board Rating|State of Incorporation|Business Combination Provision|Control Share Acquistion Provision|Board Later Vote|Shareholder Amendments|State Anti-takeover Provisions|Ownership Limits from 5/50 Rule|Insider Blocking Power|Shareholder Rights Plan|Board Authority Rights Plan|Shareholder Rights Plan Total|Total WME Rating|Other Business Dealings with Management|Divergent Tax Basis of Insiders|Total Other Issues Rating|Total Corporate Governance Score
242|20|20|31/12/2020|12/03/2021|26/04/2021|06/04/2021|SRC|Spirit Realty Capital Inc.|SRC US EQUITY|USD|Net Lease|Net Lease|Net Lease|SA|HH||0|0|2.5|452870.1163791|48380|-0.023|0|0.95|46.18|46.18|25.67 - 46.18|0.19|BUY|114532.703|790.575|0|0|0.00413134|0.7365593|0.14347478|0.0368445|0.04854119||||||153.5207571|SF (Retail)|BUY|0.00413133|5289.12022454|0.05413599|||70303|0|0|0|13760|48400|167423|2506341|-28601.24957831|179952|0|0|6245070.87826953|6377533.87826953|6307230.87826953|2825114.75042169|2754811.75042169|3552419.12784784|31.01663573|31|31.01663573|0.48887843|0.27231546|0.2753508|5.37910962|0.007586|8043931.97496169|0.00601447|195.32683329|456798.22126617|443379.896852|0.02937473|0.0731454|0.07099678|0.05748999|0.05580124||0.05735316|0.05566843||0.44297918|0.4367704|0.40823934|0.30380679|-0.00648006|0.022|-0.001|0.002|0.06804701|0.06238946|29.807352|0.30398544|0.0011069|45.41122947|0.01692908|0.46409268|0|0.26139074|-0.00357908|0.05812067|0|0.00279079|0.00165999|0.00168912|0.00147326|0.0013275|0.00190329|0.05806578|45.47747389|0.01544778|2021|0.98725728|2023|0.04921943|442145.19159694|420436.81768729|0.07079907|0.06732299|0.05551341|0.05278782|2021|2022|2023|2024|2.55747733|2.46814321|2.48535177|2.50897129|2.54976108|0.05538063|0.05344615|0.05381879|0.05433026|0.05521354|-0.03493056|0.00697227|0.00950349|0.01625758|2.5351438|2.47244535|0.05353931|-0.02473171|18.67786481|||||||||2.7337925|2.69361053|2.70197336|2.71900123|2.75526056|0.05919862|0.05832851|0.0585096|0.05887833|0.0596635|-0.01469825|0.00310469|0.00630201|0.01333553|2.72374701|2.69570124|-0.01029676|17.13097852|-0.0337301|-0.00521595|-0.01074429|-0.01068069|-0.00440624|-4.803E-05|-0.00659804|5|30|1|3|0|4|8|0|47|MD|2|2|0|0|4|0|8|5|0|5|17|3|2|5|69
243|6|6|31/12/2020|01/12/2020|26/04/2021|16/04/2021|REXR|Rexford Industrial Realty, Inc.|REXR US EQUITY|USD|Industrial|Industrial|Industrial|VT|NF||299369|186157|0.86|252810.1269538|45000|0.0075|-0.0003|1.07|55.61|55.61|37.07 - 56.49|0.38|HOLD|137799.832|1823.984|0|0|0.00688033|0.252542|0.22865491|0.25211962|0.22791911||||||222.5601574|SF|HOLD|0.00688032|7663.04865752|0.01546484|||177523|38591.5|0|674712.053647|0|0|45384|1223494|27139.89220148|319068|15946.50001406|74202|6909773.35029916|7800599.90394616|7623076.90394616|1705234.39221554|1527711.39221554|6095365.51173062|44.23347564|44.25|44.23347564|0.25719264|0.20096956|0.20564966|4.13737777|0.00576879|9190760.04973554|0.00489622|267.28797474|263771.2329538|225524.4041755|0.145|0.03817364|0.03263847|0.03178569|0.02717676||0.0316623|0.02707127||0.21860298|0.20040614|0.15645872|0.19116069|0.05491849|0.022|0.0295|-0.001|0.06521308|0.05407726|48.53657511|0.11863579|0.0025904|54.50197722|0.02032996|0.23214322|0|0.1856203|0.0329036|0.03231232|0|-0.00608078|-0.0056554|-0.0054998|-0.0055553|-0.00546633|-0.00569782|0.03155419|56.10876749|-0.0088893|2021|1.12404415|2023|0.02596289|210584|246580.64261115|0.03047625|0.03568578|0.02527787|0.0295988|2021|2022|2023|2024|0.8310985|0.96667797|1.0795739|1.20139126|1.31328729|0.01494513|0.01738317|0.01941331|0.02160387|0.02361603|0.16313285|0.11678753|0.11283837|0.09313871|0.86499337|0.99490195|0.0178907|0.15018449|55.89495514|||||||||1.31710214|1.46599088|1.59024333|1.72524688|1.84651553|0.02368463|0.026362|0.02859636|0.03102404|0.03320474|0.11304267|0.08475663|0.0848949|0.07029061|1.35432433|1.49705399|0.1053881|37.14628883|0.045|0.06777|0.05267|0.05767|0.05467|0.05467|0.063995|2|5|0|3|0|3|13|0|23|MD|2|2|0|0|4|5|8|5|5|10|27|3|0|3|53
244|30|30|31/12/2020|19/04/2020|26/04/2021|14/04/2021|AMH|American Homes 4 Rent|AMH US EQUITY|USD|Single-Family Rental|Single-Family Rental|Single-Family Rental|JP|AP||0.03204211|0|0.4|632162.0685764|74263.06|-0.001|0|1.05|35.98|35.98|23.06 - 35.98|0.32|BUY|368843.992|77158.738|26.75|0|0.00897363|0.449029|0.1942259|0.17001729|0.11459624||||||277.74973554|Unit|BUY|0.00897364|13271.00683216|0.01111729|-0.25653141|-0.15233563|137060|41544|510365|0|0|553517.265|303783|2848492|225692.85493129|883750|26509.1|0|14685461.7674648|15927948.0324648|15790888.0324648|4288226.95493129|4151166.95493129|11639721.0775335|31.55730154|31.5|31.55730154|0.14014818|0.10241657|0.10330551|4.28914061|0.00466244|17422173.7870913|0.00426256|306.1959099|721085.34508628|606310.79508628|0.15916916|0.04910199|0.04128646|0.04454032|0.03745087||0.04450443|0.0374207||0.26922658|0.26288369|0.20523911|0.19768821|0.04402543|0.022|0.021|0.002|0.06922445|0.06068469|30.86943862|0.12132193|0.0044861|36.27808594|-0.00821669|0.14959405|0|0.11026821|0.07175452|0.04426317|0|0.00120856|0.00088974|0.00069665|0.00057892|0.00041609|0.00084347|0.0449677|35.52754837|0.01273523|2021|2.34287293|2023|0.03653663|671409.563589|771663.48226249|0.04571934|0.05254608|0.04143851|0.04762605|2021|2022|2023|2024|0.84883332|0.93714917|1.10934946|1.20827042|1.31122602|0.02359181|0.02604639|0.03083239|0.03358172|0.03644319|0.10404381|0.18374907|0.08917024|0.08520907|0.87091228|0.98019924|0.02724289|0.12548561|36.7068229|||||||||1.16169491|1.269284|1.47750222|1.60320567|1.73201117|0.03228724|0.03527749|0.04106454|0.04455825|0.04813816|0.09261389|0.16404384|0.08507835|0.08034247|1.18859218|1.32133856|0.1116837|27.22996303|0.02|0.05309803|0.06996963|0.03969078|0.035|0.0318779|0.05731593|2|30|1|3|1|5|12|0|49|MD|2|2|0|0|4|0|8|5|0|5|17|3|2|5|71
245|11|11|31/12/2020|16/03/2021|26/04/2021|21/04/2021|BRX|Brixmor Property Group|BRX US EQUITY|USD|Strip Center|Strip Center|Strip Center - Low Quality|VT|PRS||0|0|0.86|677790.46404541|98280|-0.012|0|1|21.7|21.7|9.24 - 21.70|0|BUY|296494|1296|0|0|4E-08|1.236923|0.16573419|0.0068631|0.0424541||||||169.62813285|SF|BUY|0|6433.9198|0.03963134|||368675|114386|0|0|0|45434|341847|5168453|378194.8354443|0|0|0|10583777.0032581|11112272.0032581|10743597.0032581|5888494.8354443|5519819.8354443|5223777.1678138|17.618492|17.5|17.618492|0.23166046|0.10890146|0.1126385|7.08150712|0.00884428|11953739.6354443|0.00822169|188.10088398|776070.46404541|566531.43875315|0.27|0.07332642|0.05352829|0.06612528|0.04827145||0.06590318|0.04810932||0.52990917|0.51377763|0.51377763|0.37546722|0.03587042|0.022|0.01|0|0.0675906|0.05357538|19.14662694|0.06761467|0.00182516|23.50414491|-0.07675859|0.3340611|0|0.16242798|0.06607382|0.06337419|0|0.00298958|0.00328024|0.00345262|0.0040027|0.00425459|0.00343128|0.06530197|22.22398006|-0.02357724|2021|1.03236772|2023|0.04403723|808993.29685192|810493.86839546|0.07643711|0.07657889|0.06869896|0.06882639|2021|2022|2023|2024|0.84915827|0.88783624|0.95803203|1.00206859|1.03089175|0.03913172|0.04091411|0.04414894|0.04617828|0.04750653|0.0455486|0.07906389|0.04596564|0.02876366|0.85882776|0.90538519|0.04172282|0.05421043|23.96769938|||||||||1.46956855|1.65963519|1.76139201|1.83148296|1.88403005|0.06772205|0.07648088|0.08117014|0.08440014|0.08682166|0.12933499|0.06131276|0.03979293|0.02869101|1.51708521|1.6850744|0.11073154|12.87776971|-0.054|0.01406337|0.04435603|0.03622519|0.03212762|0.03082655|0.02163654|5|30|0|3|0|3|20|0|58|MD|2|2|3|0|7|0|8|5|5|10|25|3|2|5|88
246|9|9|31/12/2020|21/05/2019|26/04/2021|23/04/2021|ESRT|Empire State Realty|ESRT US EQUITY|USD|Office|Office|Office|DI|DBu||0|0|0|250000|58000|-0.01240594|-0.001|1|11.2|11.2|5.38 - 11.83|0.2|HOLD|285278.723|35269.702|12.75|0|0.0181818|0.2610357|-0.10659625|-0.06558412|-0.02130328||||||663.11785419|SF|HOLD|0.01818182|3195.1216976|0|0.13839286|-0.26749939|526714|139948|8550|0|0|0|36297|2151884|88900.43788049|88990.97696|-7989.0432|118727|6767196.61299332|7442408.61299332|6915694.61299332|2476810.37164049|1950096.37164049|4965598.24135283|17.40612896|17.5|17.40612896|-0.35654849|-0.23789026|-0.25600849|6.50068|0.00779318|5145218.06924049|0.0112726|505.36857333|312184.61788724|208536.23918323|0.33200988|0.04613204|0.03081575|0.06053202|0.04043479||0.06200614|0.04141949||0.33279688|0.28198127|0.2702685|0.26880883|0.06491188|0.022|-0.00090594|-0.001|0.03535554|0.03709428|13.52959807|-0.11439024|0.01704242|11.2695848|-0.00617457|-0.35255077|0|-0.25313805|-0.09311498|0.06032091|0|0.00297025|0.00089521|0.00067693|0.00115657|0.00104242|0.00142474|0.06091434|11.07521283|0.01126725|2021||2023|0.03201416|384569.01|379298.17763599|0.05682841|0.05604953|0.07638314|0.07533625|2021|2022|2023|2024|0.26587529|0.25008771|0.4012338|0.44322528|0.45595213|0.02373887|0.02232926|0.03582445|0.03957369|0.04071001|-0.05937964|0.60437232|0.10465589|0.02871418|0.2619284|0.28787423|0.02570306|0.09905699|38.9058788|||||||||0.61798351|0.64335808|0.86958976|0.93648553|0.96804601|0.0551771|0.05744269|0.07764194|0.08361478|0.08643268|0.04106027|0.35164193|0.07692796|0.03370098|0.62432715|0.699916|0.1210725|16.00192023|0.06412638|0.03791581|0.20898526|0.01519343|0.0183765|0.02890792|0.08068317|5|5|1|2|1|4|10|5|29|MD|2|2|0|0|4|0|8|5|0|5|17|2|0|2|48
249|20|20|31/12/2020|12/03/2021|26/04/2021|06/04/2021|VER|Vereit|VER US EQUITY|USD|Net Lease|Net Lease|Net Lease|SA|HH||0|0|0.55|1030592.04714948|64416.45|-0.02|0|0.9|41.7|41.7|4.51 - 41.91|-0.21|HOLD|229771|2223.985|0|0|-0.00501072|0.6534639|0.10301679|0.03699798|-0.02288774||||||227.44289062|SF|HOLD|-0.00501074|9581.4507|0.01318945|||523539|13842|0|0|350352|89151|206529|6089711|62302.12764934|471781.15|4717.8115|63204|13708967.7129005|14685851.7129005|14162312.7129005|6898245.08914934|6374706.08914934|7787606.62375113|33.89290478|34|33.89290478|0.23034601|0.12214777|0.12666322|5.40094601|0.00438629|15956156.7891493|0.00403709|255.22453312|994872.85623764|952949.43503201|0.04213948|0.07257095|0.06951285|0.06467148|0.06194625||0.06441229|0.06169799||0.46972046|0.45011759|0.41647203|0.30966974|-0.00732575|0.022|0.002|0.002|0.06671597|0.05845505|31.27689449|0.17660105|0.00022746|43.84884407|-0.04900572|0.29374701|0|0.16152631|-0.13674097|0.06279024|0|0.00811116|0.00845904|0.00830067|0.00847272|0.00850899|0.0083359|0.06449839|41.89247387|-0.00459447|2021|5.33899247|2023|0.0570481|1092749.65792715|1048422.88365898|0.07971057|0.07647716|0.07074925|0.06787934|2021|2022|2023|2024|2.75503803|2.93644586|2.92327222|2.95497589|2.99136233|0.06606806|0.07041837|0.07010245|0.07086273|0.07173531|0.06584585|-0.00448625|0.01084527|0.01231362|2.80038999|2.93315245|0.07033939|0.04740856|14.21678577|||||||||2.66471432|3.23264291|3.21474641|3.24211594|3.27491018|0.06390202|0.07752141|0.07709224|0.07774858|0.07853502|0.21312926|-0.00553618|0.00851374|0.01011507|2.80669647|3.22816879|0.15016669|12.91754018|-0.02187466|-0.00875434|-0.01044484|-0.00683095|-0.00624871|-0.00577165|-0.00917697|5|30|1|3|0|4|10|5|54|MD|2|2|3|0|7|0|8|5|0|5|20|3|2|5|79
251|9||31/12/2020|01/02/2017|26/04/2021|23/04/2021|EQC|Equity Commonwealth|EQC US EQUITY|USD|Office|||DI|DBu||0|0|0|1250|34500|0.00626371|0|1|28.48|28.48|26.08 - 34.64|0.12|HOLD|123446|5218.728|27|0.7|0.0042313|-0.00808029|0.07373083|0.06113003|0.05384748|0.06192532|0.03246285|0.065155|0.04818688|0.07623175|445.66340529|SF|HOLD|0.00423131|3515.74208|0|-0.05196629|-0.04448325|2987225|0|0|0|0|5314|34507|0|0|122925|18681.79676|0|671783.65820073|3664322.65820073|677097.65820073|176113.79676|-2811111.20324|3488208.86144073|28.25696144|28.25|28.25696144|0.00789323|0.00751386|0.04066359|0|0.00941511|704630.87676|0.04896181|449.01205908|35420.79005|25860.44115972|0.26990784|0.05272648|0.03849519|0.05233326|0.0382081||0.05066621|0.03699101||0.04806176|0|0||0.01702281|0.022||||||||26.25|0.08495238|-0.07102538||-0.36590196||0.05654992|||||||||||2021||2023|0.02993266|31309.5|33170.4031306|0.04660652|0.04937662|0.04478539|0.04744724|2021|2022|2023|2024|0.04122174|-0.05693292|0.09852892|0.22021158|0.2197246|0.00144739|0|0.00345958|0.00773215|0.00771505|||1.23499435|-0.00221142|0.01668308|-0.01806746|-0.00063439|-2.0829814|-1576.3145456|||||||||0.14668633|0.03547597|0.19482106|0.31815937|0.31853774|0.0051505|0.00124565|0.00684063|0.01117133|0.01118461|-0.75815081|4.49163448|0.6330851|0.00118925|0.11888374|0.07531224|-0.3665051|378.15896931|-0.058|0.04942333|0.03326998|0.00966956|0.01381039|0.01556036|0.04538499|5|30|1|3|0|4|20|0|59|MD|2|2|0|0|4|0|8|5|0|5|17|3|2|5|81
254|9|9|31/12/2020|09/03/2021|26/04/2021|23/04/2021|PGRE|Paramount Group|PGRE US EQUITY|USD|Office|Office|Office|DI|DBu||0|0|0.4|365000|62000|-0.0125|-0.001|1|10.28|10.28|5.70 - 10.67|0.12|BUY|239578.18|17774.3|14.75|0.1|0.011811|0.1999854|-0.07615046|-0.05871497|||||||850.81966998|SF|BUY|0.01181102|2462.8636904|0.03891051|0.4348249|-0.23512511|434530|48296|0|0|42860.21509904|175476|101901|3634040.719|-105522.41244705|0|0|79727|7629057.49116769|8330219.70626673|7895689.70626673|3710146.30655295|3275616.30655295|4620073.39971378|19.28419942|19.25|19.28419942|-0.46692109|-0.25896192|-0.27321359|8.76578279|0.00744278|5738479.99695295|0.01080425|630.48977261|366311.38720278|261123.35172388|0.2871547|0.04801529|0.03422747|0.06479463|0.04618855||0.0660652|0.04709427||0.44538397|0.41486133|0.41486133|0.42336373|0.0199722|0.022|0.001|-0.001|0.03588437|0.03887614|14.21342537|-0.14105449|-0.00691763|11.47076576|-0.10380874|-0.40517283|0.01105572|-0.23708229|-0.0876692|0.06193246|0|0.00540768|0.00566608|0.00492525|0.0050863|0.00530502|0.00527132|0.06476093|10.29340733|-0.00130252|2021|0.87566953|2023|0.03717734|369849.348|377596.90283012|0.04847904|0.04949457|0.06670328|0.06810057|2021|2022|2023|2024|0.34971757|0.35026781|0.37463494|0.48887087|0.52503376|0.03401922|0.03407274|0.03644309|0.04755553|0.05107332|0.00157338|0.06956714|0.30492599|0.07397227|0.34985513|0.35635959|0.03466533|0.01859187|28.84726612|||||||||0.96055284|0.83260273|0.89876349|1.05907295|1.11625001|0.09343899|0.08099248|0.08742836|0.10302266|0.10858463|-0.13320466|0.07946258|0.17836668|0.05398784|0.92856531|0.84914292|-0.08553237|12.10632481|0.002|-0.00470575|0.04071875|0.04586629|-0.00309923|-0.00254832|0.00665038|2|5|1|3|1|5|5|0|17|MD|2|2|3|0|7|0|8|5|0|5|20|2|0|2|39
255|20|20|31/12/2020|12/03/2021|26/04/2021|06/04/2021|STOR|Store Capital|STOR US EQUITY|USD|Net Lease|Net Lease|Net Lease|SA|HH||119100|12200|1.4|664407.38250621|52169.25|-0.03|0|0.96|35.93|35.93|17.04 - 35.93|0.2|SELL|264187.077|1.902972|0|0|0.00559755|0.9415993|0.15826211|0.10326309|||||||100.26475529|SF|SELL|0.00559754|9492.24167661|0.03896465|||166381|0|0|29482.17928073|26999.23809524|792263|131198|3762866|349954.09424724|0|0|95801|8628525.31382356|9643650.73119953|9477269.73119953|4339819.09424724|4173438.09424724|5303831.63695229|20.07604496|20|20.07604496|0.78969513|0.43431789|0.44194269|5.413072|0.0054097|13665679.7708572|0.00381754|143.81153227|664918.43465843|649819.13438499|0.0227085|0.0770605|0.07531057|0.05372623|0.05250619||0.05344213|0.05222854||0.45001828|0.44036291|0.44036291|0.31230098|-0.00597929|0.022|-0.0065|0.002|0.06861329|0.05822034|19.61531583|0.46070282|-0.00016723|33.86873397|0.06086044|0.68702222|0|0.38448312|0.06672956|0.05592809|0|-0.00273122|-0.00251312|-0.00220145|-0.00219658|-0.00243626|-0.0024106|0.0537519|35.90500229|0.00069622|2021|1.21643719|2023|0.04801737|623010.34109035|579700.86635199|0.07220357|0.06718423|0.05007381|0.04659286|2021|2022|2023|2024|1.71851913|1.70301207|1.80170806|1.8860447|1.95902379|0.04782964|0.04739805|0.05014495|0.0524922|0.05452335|-0.0090235|0.05795378|0.04680927|0.03869425|1.71464237|1.72768607|0.04808478|0.00760724|20.79660227|||||||||1.72437212|1.76262574|1.86474559|1.95132693|2.02625853|0.04799254|0.04905722|0.0518994|0.05430913|0.05639462|0.02218409|0.05793621|0.04643064|0.03840033|1.73393553|1.7881557|0.03127001|20.09332853|-0.0476088|-0.01570569|-0.00741355|-0.00684673|-0.00650922|-0.00314208|-0.01363266|2|30|1|2|0|3|10|5|50|MD|2|2|3|0|7|0|8|5|5|10|25|3|2|5|80
256|11|11|31/12/2020|02/12/2020|26/04/2021|21/04/2021|UE|Urban Edge Properties|UE US EQUITY|USD|Strip Center|Strip Center|Strip Center - High Quality|VT|PRS||0|0|0.6|170694.22894076|41482|-0.011|0|1|18.59|18.59|8.03 - 18.59|0.29|HOLD|121743.327|6820|0|0|0.015847|0.9583557|-0.0389936|-0.04739141|||||||333.46614422|SF|HOLD|0.01584699|2263.20844893|0.03227542|||384572|50354|0|0|0|72235.5|116065|1542228|13293.73581615|0|0|16915|3092188.45812304|3599349.95812304|3214777.95812304|1688501.73581615|1303929.73581615|1910848.22230689|15.6957122|15.75|15.6957122|0.1843999|0.09789552|0.1096064|6.78204534|0.01152486|3567138.18474615|0.01162893|366.11098496|210361.22894076|157280.87170557|0.25232956|0.06802989|0.05086393|0.0619639|0.04632857||0.06130993|0.04583962||0.46911297|0.40560491|0.40560491|0.28438467|0.03836691|0.022|0.01|0|0.06568293|0.04858636|15.89152673|0.1014387|0.01470677|18.50161577|0.00477711|0.1787688|0|0.10625929|0.01717827|0.06213308|0|0.01015901|0.00954224|0.00950461|0.00942564|0.00901678|0.00965788|0.062605|18.25760439|0.01820587|2021|0.77454432|2023|0.03836235|238942.88321651|226778.15358041|0.07727307|0.07333905|0.06964007|0.06609465|2021|2022|2023|2024|0.38044744|0.46472659|0.53667778|0.53973988|0.54011161|0.02046517|0.02499874|0.02886917|0.02903388|0.02905388|0.2215264|0.15482478|0.00570566|0.00068872|0.40151723|0.48271439|0.02596635|0.20222584|38.51138578|||||||||0.87533588|0.96702102|1.08687611|1.09616056|1.09376823|0.04708638|0.05201834|0.05846563|0.05896507|0.05883638|0.10474281|0.12394259|0.00854233|-0.00218246|0.89825717|0.99698479|0.1099102|18.64622223|-0.141|0.02489278|0.07804159|0.02953381|0.02346993|0.02341586|0.03817998|4|5|1|3|1|5|10|0|24|MD|0|2|0|0|2|0|8|5|0|5|15|3|2|5|44
259|5|0|31/12/2020|05/02/2021|26/04/2021|23/04/2021|APLE|Apple Hospitality REIT|APLE US EQUITY|USD|Lodging||Lodging|LH|CD|0.03869275|0|0|0|383377.07693368|30000|0|0|1|15.43|15.43|8.66 - 15.89|0.16|BUY|223212.346|15547.183|12.2|0|0.01047808|0.5899403|-0.01290158|-0.00745999|||||||148.32713411|Room|BUY|0.01047806|3444.16649878|0|-0.20933247|-0.00021519|5556|50949|0|0|0|35042|97860|1708551|-15171.32549543|0|0|17000|4440469.41382007|4532016.41382007|4526460.41382007|1808239.67450457|1802683.67450457|2723776.7393155|12.20262583|12.25|12.20262583|0.26448194|0.15895568|0.15915079|4.44208875|0.00661957|5246850.17328457|0.00571772|171.90457486|205244.4|143671.08|0.3|0.04622133|0.03235493|0.03988188|0.02791731|0.03338588|0.03987517|0.02791262|0.03338026|0.3989923|0.3982546|0.3982546|||0.022||||||||16.0335|-0.03763994|0.31393851||0.18891105||0.0388846||0.02309679|0.02229645|0.02173478|0.02143988|0.02118289|0.02214198|0.04084096|14.87741355|0.03714264|2021||2023|0.02492925|464023.5|413377.07693368|0.10449875|0.0930931|0.09015113|0.08031147|2021|2022|2023|2024|-0.05787597|0.21505434|0.84786962|0.95456207|1.00242929|0|0.01393742|0.05494942|0.06186404|0.06496625||2.94258316|0.12583592|0.05014574|0.01035661|0.37325816|0.02419042|35.04058182|41.33868098|209.32206|403.26037236|437.74745069|454.15341704|24.65511362|12.79783368|11.78958133|11.36369117|0.09142272|0.47282166|1.34446011|1.4936213|1.56169146|0.005925|0.03064301|0.08713287|0.09679983|0.10121137|4.1718179|1.84348249|0.11094505|0.04557391|0.18677246|0.69073127|2.69825022|22.33864401|-0.73423439|0.73995129|0.9265068|0.08552062|0.03747815|0.0168756|0.78659017|1|30|1|3|1|5|10|5|51|VA|2|2|0|0|4|0|8|5|0|5|17|2|0|2|70
